#  lumResponse vers. 1.5b - 05/08/03
#  Display ID: DELL_1900FP_ARQ0
#  iLdelay = 1   avgN = 1   ILlimit = 0.50
1178  63.3  #a7a8a8
1179  63.7  #a8a8a7
1180  63.9  #a8a8a8
1181  64.0  #a8a8a9
1182  64.2  #a9a8a8
1183  64.3  #a9a8a9
1184  64.7  #a8a9a8
1185  64.8  #a8a9a9
1186  64.9  #a9a9a8
1187  65.0  #a9a9a9
1188  65.1  #a9a9aa
1189  65.3  #aaa9a9
1190  65.4  #aaa9aa
1191  65.7  #a9aaa9
1192  65.9  #a9aaaa
1193  66.0  #aaaaa9
1194  66.1  #aaaaaa
1195  66.3  #aaaaab
1196  66.4  #abaaaa
1197  66.5  #abaaab
1198  66.8  #aaabaa
1199  67.0  #aaabab
1200  67.1  #ababaa
1201  67.3  #ababab
1202  67.4  #ababac
1203  67.5  #acabab
1204  67.7  #acabac
1205  68.0  #abacab
1206  68.1  #abacac
1207  68.3  #acacab
1208  68.4  #acacac
1209  68.5  #acacad
1210  68.7  #adacac
1211  68.8  #adacad
1212  69.2  #acadac
1213  69.3  #acadad
1214  69.5  #adadac
1215  69.6  #adadad
1216  69.9  #adadae
1217  70.2  #aeadad
1218  70.5  #aeadae
1219  71.1  #adaead
1220  71.3  #adaeae
1221  71.8  #aeaead
1222  72.0  #aeaeae
1223  72.1  #aeaeaf
1224  72.3  #afaeae
1225  72.4  #afaeaf
1226  72.8  #aeafae
1227  72.9  #aeafaf
1228  73.1  #afafae
1229  73.2  #afafaf
1230  73.3  #afafb0
1231  73.5  #b0afaf
1232  73.6  #b0afb0
1233  74.0  #afb0af
1234  74.1  #afb0b0
1235  74.3  #b0b0af
1236  74.4  #b0b0b0
1237  74.5  #b0b0b1
1238  74.7  #b1b0b0
1239  74.8  #b1b0b1
1240  75.2  #b0b1b0
1241  75.4  #b0b1b1
1242  75.5  #b1b1b0
1243  75.7  #b1b1b1
1244  75.8  #b1b1b2
1245  75.9  #b2b1b1
1246  76.1  #b2b1b2
1247  76.5  #b1b2b1
1248  76.6  #b1b2b2
1249  76.8  #b2b2b1
1250  76.9  #b2b2b2
1251  77.0  #b2b2b3
1252  77.2  #b3b2b2
1253  77.4  #b3b2b3
1254  77.7  #b2b3b2
1255  77.8  #b2b3b3
1256  78.0  #b3b3b2
1257  78.1  #b3b3b3
1258  78.4  #b3b3b4
1259  78.8  #b4b3b3
1260  79.1  #b4b3b4
1261  79.8  #b3b4b3
1262  80.1  #b3b4b4
1263  80.5  #b4b4b3
1264  80.8  #b4b4b4
1265  80.9  #b4b4b5
1266  81.1  #b5b4b4
1267  81.3  #b5b4b5
1268  81.6  #b4b5b4
1269  81.8  #b4b5b5
1270  81.9  #b5b5b4
1271  82.1  #b5b5b5
1272  82.2  #b5b5b6
1273  82.4  #b6b5b5
1274  82.5  #b6b5b6
1275  82.9  #b5b6b5
1276  83.1  #b5b6b6
1277  83.2  #b6b6b5
1278  83.4  #b6b6b6
1279  83.5  #b6b6b7
1280  83.7  #b7b6b6
1281  83.8  #b7b6b7
1282  84.2  #b6b7b6
1283  84.4  #b6b7b7
1284  84.6  #b7b7b6
1285  84.7  #b7b7b7
1286  84.9  #b7b7b8
1287  85.0  #b8b7b7
1288  85.2  #b8b7b8
1289  85.6  #b7b8b7
1290  85.7  #b7b8b8
1291  85.9  #b8b8b7
1292  86.0  #b8b8b8
1293  86.2  #b8b8b9
1294  86.4  #b9b8b8
1295  86.5  #b9b8b9
1296  86.9  #b8b9b8
1297  87.0  #b8b9b9
1298  87.2  #b9b9b8
1299  87.4  #b9b9b9
1300  87.7  #b9b9ba
1301  88.0  #bab9b9
1302  88.3  #bab9ba
1303  89.1  #b9bab9
1304  89.4  #b9baba
1305  89.8  #babab9
1306  90.1  #bababa
1307  90.2  #bababb
1308  90.4  #bbbaba
1309  90.5  #bbbabb
1310  90.9  #babbba
1311  91.1  #babbbb
1312  91.3  #bbbbba
1313  91.4  #bbbbbb
1314  91.6  #bbbbbc
1315  91.8  #bcbbbb
1316  91.9  #bcbbbc
1317  92.4  #bbbcbb
1318  92.5  #bbbcbc
1319  92.7  #bcbcbb
1320  92.9  #bcbcbc
1321  93.0  #bcbcbd
1322  93.2  #bdbcbc
1323  93.4  #bdbcbd
1324  93.8  #bcbdbc
1325  93.9  #bcbdbd
1326  94.1  #bdbdbc
1327  94.2  #bdbdbd
1328  94.4  #bdbdbe
1329  94.6  #bebdbd
1330  94.8  #bebdbe
1331  95.2  #bdbebd
1332  95.4  #bdbebe
1333  95.6  #bebebd
1334  95.7  #bebebe
1335  96.1  #bebebf
1336  96.4  #bfbebe
1337  96.8  #bfbebf
1338  97.7  #bebfbe
1339  98.0  #bebfbf
1340  98.3  #bfbfbe
1341  98.7  #bfbfbf
1342  98.8  #bfbfc0
1343  99.0  #c0bfbf
1344  99.1  #c0bfc0
1345  99.6  #bfc0bf
1346  99.8  #bfc0c0
1347  99.9  #c0c0bf
1348  100.1  #c0c0c0
1349  100.3  #c0c0c1
1350  100.5  #c1c0c0
1351  100.6  #c1c0c1
1352  101.1  #c0c1c0
1353  101.3  #c0c1c1
1354  101.5  #c1c1c0
1355  101.6  #c1c1c1
1356  101.8  #c1c1c2
1357  102.0  #c2c1c1
1358  102.2  #c2c1c2
1359  102.5  #c1c2c1
1360  102.7  #c1c2c2
1361  102.9  #c2c2c1
1362  103.1  #c2c2c2
1363  103.3  #c2c2c3
1364  103.5  #c3c2c2
1365  103.6  #c3c2c3
1366  104.1  #c2c3c2
1367  104.3  #c2c3c3
1368  104.4  #c3c3c2
1369  104.6  #c3c3c3
1370  104.9  #c3c3c4
1371  105.3  #c4c3c3
1372  105.7  #c4c3c4
1373  106.6  #c3c4c3
1374  107.0  #c3c4c4
1375  107.4  #c4c4c3
1376  107.7  #c4c4c4
1377  107.8  #c4c4c5
1378  108.0  #c5c4c4
1379  108.2  #c5c4c5
1380  108.7  #c4c5c4
1381  108.9  #c4c5c5
1382  109.1  #c5c5c4
1383  109.2  #c5c5c5
1384  109.4  #c5c5c6
1385  109.6  #c6c5c5
1386  109.7  #c6c5c6
1387  110.0  #c5c6c5
1388  110.7  #c5c6c6
1389  110.9  #c6c6c5
1390  111.1  #c6c6c6
1391  111.3  #c6c6c7
1392  111.6  #c7c6c6
1393  111.7  #c7c6c7
1394  112.1  #c6c7c6
1395  112.3  #c6c7c7
1396  112.5  #c7c7c6
1397  112.7  #c7c7c7
1398  112.9  #c7c7c8
1399  113.1  #c8c7c7
1400  113.3  #c8c7c8
1401  113.7  #c7c8c7
1402  113.9  #c7c8c8
1403  114.2  #c8c8c7
1404  114.3  #c8c8c8
1405  114.7  #c8c8c9
1406  115.1  #c9c8c8
1407  115.5  #c9c8c9
1408  116.5  #c8c9c8
1409  116.8  #c8c9c9
1410  117.3  #c9c9c8
1411  117.6  #c9c9c9
1412  117.8  #c9c9ca
1413  118.0  #cac9c9
1414  118.2  #cac9ca
1415  118.7  #c9cac9
1416  118.9  #c9caca
1417  119.1  #cacac9
1418  119.3  #cacaca
1419  119.5  #cacacb
1420  119.7  #cbcaca
1421  119.9  #cbcacb
1422  120.4  #cacbca
1423  120.6  #cacbcb
1424  120.9  #cbcbca
1425  121.1  #cbcbcb
1426  121.2  #cbcbcc
1427  121.4  #cccbcb
1428  121.6  #cccbcc
1429  122.1  #cbcccb
1430  122.3  #cbcccc
1431  122.5  #cccccb
1432  122.7  #cccccc
1433  123.1  #cccccd
1434  123.4  #cdcccc
1435  123.8  #cdcccd
1436  124.8  #cccdcc
1437  125.2  #cccdcd
1438  125.6  #cdcdcc
1439  126.0  #cdcdcd
1440  126.1  #cdcdce
1441  126.3  #cecdcd
1442  126.5  #cecdce
1443  127.0  #cdcecd
1444  127.2  #cdcece
1445  127.4  #cececd
1446  127.6  #cecece
1447  127.8  #cececf
1448  128.0  #cfcece
1449  128.1  #cfcecf
1450  128.6  #cecfce
1451  128.8  #cecfcf
1452  129.0  #cfcfce
1453  129.2  #cfcfcf
1454  129.4  #cfcfd0
1455  129.5  #d0cfcf
1456  129.8  #d0cfd0
1457  130.3  #cfd0cf
1458  130.5  #cfd0d0
1459  130.7  #d0d0cf
1460  130.9  #d0d0d0
1461  131.2  #d0d0d1
1462  131.7  #d1d0d0
1463  132.0  #d1d0d1
1464  132.9  #d0d1d0
1465  133.3  #d0d1d1
1466  133.8  #d1d1d0
1467  134.1  #d1d1d1
1468  134.3  #d1d1d2
1469  134.5  #d2d1d1
1470  134.7  #d2d1d2
1471  135.2  #d1d2d1
1472  135.3  #d1d2d2
1473  135.6  #d2d2d1
1474  135.8  #d2d2d2
1475  135.9  #d2d2d3
1476  136.2  #d3d2d2
1477  136.4  #d3d2d3
1478  136.9  #d2d3d2
1479  137.0  #d2d3d3
1480  137.3  #d3d3d2
1481  137.4  #d3d3d3
1482  137.6  #d3d3d4
1483  137.9  #d4d3d3
1484  138.0  #d4d3d4
1485  138.5  #d3d4d3
1486  138.7  #d3d4d4
1487  139.0  #d4d4d3
1488  139.1  #d4d4d4
1489  139.3  #d4d4d5
1490  139.5  #d5d4d4
1491  139.6  #d5d4d5
1492  140.3  #d4d5d4
1493  140.5  #d4d5d5
1494  140.6  #d5d5d4
1495  140.8  #d5d5d5
1496  141.1  #d5d5d6
1497  141.7  #d6d5d5
1498  142.0  #d6d5d6
1499  143.0  #d5d6d5
1500  143.4  #d5d6d6
1501  143.9  #d6d6d5
1502  144.3  #d6d6d6
1503  144.4  #d6d6d7
1504  144.7  #d7d6d6
1505  144.9  #d7d6d7
1506  145.4  #d6d7d6
1507  145.6  #d6d7d7
1508  145.8  #d7d7d6
1509  146.0  #d7d7d7
1510  146.2  #d7d7d8
1511  146.4  #d8d7d7
1512  146.6  #d8d7d8
1513  147.1  #d7d8d7
1514  147.4  #d7d8d8
1515  147.6  #d8d8d7
1516  147.8  #d8d8d8
1517  148.0  #d8d8d9
1518  148.2  #d9d8d8
1519  148.5  #d9d8d9
1520  148.9  #d8d9d8
1521  149.2  #d8d9d9
1522  149.3  #d9d9d8
1523  149.6  #d9d9d9
1524  149.9  #d9d9da
1525  150.4  #dad9d9
1526  150.8  #dad9da
1527  151.8  #d9dad9
1528  152.2  #d9dada
1529  152.7  #dadad9
1530  153.1  #dadada
1531  153.3  #dadadb
1532  153.5  #dbdada
1533  153.7  #dbdadb
1534  154.3  #dadbda
1535  154.5  #dadbdb
1536  154.7  #dbdbda
1537  154.9  #dbdbdb
1538  155.1  #dbdbdc
1539  155.4  #dcdbdb
1540  155.5  #dcdbdc
1541  156.1  #dbdcdb
1542  156.3  #dbdcdc
1543  156.5  #dcdcdb
1544  156.7  #dcdcdc
1545  156.9  #dcdcdd
1546  157.1  #dddcdc
1547  157.3  #dddcdd
1548  157.9  #dcdddc
1549  158.0  #dcdddd
1550  158.3  #dddddc
1551  158.0  #dddddd
1552  158.0  #ddddde
1553  159.0  #dedddd
1554  159.0  #deddde
1555  160.0  #dddedd
1556  161.0  #dddede
1557  161.0  #dededd
1558  162.0  #dedede
1559  162.0  #dededf
1560  162.0  #dfdede
1561  162.0  #dfdedf
1562  163.0  #dedfde
1563  163.0  #dedfdf
1564  163.0  #dfdfde
1565  163.0  #dfdfdf
1566  164.0  #dfdfe0
1567  164.0  #e0dfdf
1568  164.0  #e0dfe0
1569  165.0  #dfe0df
1570  165.0  #dfe0e0
1571  165.0  #e0e0df
1572  165.0  #e0e0e0
1573  166.0  #e0e0e1
1574  166.0  #e1e0e0
1575  166.0  #e1e0e1
1576  167.0  #e0e1e0
1577  167.0  #e0e1e1
1578  167.0  #e1e1e0
1579  167.0  #e1e1e1
1580  168.0  #e1e1e2
1581  168.0  #e2e1e1
1582  169.0  #e2e1e2
1583  170.0  #e1e2e1
1584  170.0  #e1e2e2
1585  171.0  #e2e2e1
1586  171.0  #e2e2e2
1587  172.0  #e2e2e3
1588  172.0  #e3e2e2
1589  172.0  #e3e2e3
1590  173.0  #e2e3e2
1591  173.0  #e2e3e3
1592  173.0  #e3e3e2
1593  174.0  #e3e3e3
1594  174.0  #e3e3e4
1595  174.0  #e4e3e3
1596  174.0  #e4e3e4
1597  175.0  #e3e4e3
1598  175.0  #e3e4e4
1599  175.0  #e4e4e3
1600  176.0  #e4e4e4
1601  176.0  #e4e4e5
1602  176.0  #e5e4e4
1603  176.0  #e5e4e5
1604  177.0  #e4e5e4
1605  177.0  #e4e5e5
1606  177.0  #e5e5e4
1607  178.0  #e5e5e5
1608  178.0  #e5e5e6
1609  178.0  #e6e5e5
1610  179.0  #e6e5e6
1611  180.0  #e5e6e5
1612  181.0  #e5e6e6
1613  181.0  #e6e6e5
1614  181.0  #e6e6e6
1615  182.0  #e6e6e7
1616  182.0  #e7e6e6
1617  182.0  #e7e6e7
1618  183.0  #e6e7e6
1619  183.0  #e6e7e7
1620  183.0  #e7e7e6
1621  183.0  #e7e7e7
1622  183.0  #e7e7e8
1623  184.0  #e8e7e7
1624  184.0  #e8e7e8
1625  184.0  #e7e8e7
1626  185.0  #e7e8e8
1627  185.0  #e8e8e7
1628  185.0  #e8e8e8
1629  185.0  #e8e8e9
1630  186.0  #e9e8e8
1631  186.0  #e9e8e9
1632  187.0  #e8e9e8
1633  187.0  #e8e9e9
1634  188.0  #e9e9e8
1635  188.0  #e9e9e9
1636  188.0  #e9e9ea
1637  189.0  #eae9e9
1638  189.0  #eae9ea
1639  189.0  #e9eae9
1640  190.0  #e9eaea
1641  190.0  #eaeae9
1642  190.0  #eaeaea
1643  190.0  #eaeaeb
1644  190.0  #ebeaea
1645  191.0  #ebeaeb
1646  191.0  #eaebea
1647  191.0  #eaebeb
1648  191.0  #ebebea
1649  192.0  #ebebeb
1650  192.0  #ebebec
1651  192.0  #ecebeb
1652  192.0  #ecebec
1653  193.0  #ebeceb
1654  193.0  #ebecec
1655  193.0  #ececeb
1656  193.0  #ececec
1657  194.0  #ececed
1658  194.0  #edecec
1659  195.0  #edeced
1660  196.0  #ecedec
1661  196.0  #eceded
1662  196.0  #ededec
1663  197.0  #ededed
1664  197.0  #ededee
1665  197.0  #eeeded
1666  197.0  #eeedee
1667  198.0  #edeeed
1668  198.0  #edeeee
1669  199.0  #eeeeed
1670  199.0  #eeeeee
1671  199.0  #eeeeef
1672  199.0  #efeeee
1673  199.0  #efeeef
1674  200.0  #eeefee
1675  200.0  #eeefef
1676  200.0  #efefee
1677  201.0  #efefef
1678  201.0  #efeff0
1679  201.0  #f0efef
1680  202.0  #f0eff0
1681  203.0  #eff0ef
1682  203.0  #eff0f0
1683  204.0  #f0f0ef
1684  204.0  #f0f0f0
1685  205.0  #f0f0f1
1686  205.0  #f1f0f0
1687  205.0  #f1f0f1
1688  206.0  #f0f1f0
1689  206.0  #f0f1f1
1690  206.0  #f1f1f0
1691  206.0  #f1f1f1
1692  206.0  #f1f1f2
1693  207.0  #f2f1f1
1694  207.0  #f2f1f2
1695  208.0  #f1f2f1
1696  208.0  #f1f2f2
1697  208.0  #f2f2f1
1698  208.0  #f2f2f2
1699  208.0  #f2f2f3
1700  209.0  #f3f2f2
1701  209.0  #f3f2f3
1702  209.0  #f2f3f2
1703  210.0  #f2f3f3
1704  210.0  #f3f3f2
1705  210.0  #f3f3f3
1706  211.0  #f3f3f4
1707  211.0  #f4f3f3
1708  211.0  #f4f3f4
1709  213.0  #f3f4f3
1710  213.0  #f3f4f4
1711  214.0  #f4f4f3
1712  214.0  #f4f4f4
1713  214.0  #f4f4f5
1714  215.0  #f5f4f4
1715  215.0  #f5f4f5
1716  216.0  #f4f5f4
1717  216.0  #f4f5f5
1718  216.0  #f5f5f4
1719  216.0  #f5f5f5
1720  216.0  #f5f5f6
1721  217.0  #f6f5f5
1722  217.0  #f6f5f6
1723  218.0  #f5f6f5
1724  218.0  #f5f6f6
1725  218.0  #f6f6f5
1726  218.0  #f6f6f6
1727  219.0  #f6f6f7
1728  219.0  #f7f6f6
1729  220.0  #f7f6f7
1730  221.0  #f6f7f6
1731  222.0  #f6f7f7
1732  222.0  #f7f7f6
1733  223.0  #f7f7f7
1734  223.0  #f7f7f8
1735  223.0  #f8f7f7
1736  224.0  #f8f7f8
1737  225.0  #f7f8f7
1738  225.0  #f7f8f8
1739  225.0  #f8f8f7
1740  225.0  #f8f8f8
1741  226.0  #f8f8f9
1742  226.0  #f9f8f8
1743  226.0  #f9f8f9
1744  227.0  #f8f9f8
1745  227.0  #f8f9f9
1746  228.0  #f9f9f8
1747  228.0  #f9f9f9
1748  228.0  #f9f9fa
1749  228.0  #faf9f9
1750  229.0  #faf9fa
1751  230.0  #f9faf9
1752  230.0  #f9fafa
1753  230.0  #fafaf9
1754  230.0  #fafafa
1755  231.0  #fafafb
1756  232.0  #fbfafa
1757  232.0  #fbfafb
1758  234.0  #fafbfa
1759  235.0  #fafbfb
1760  236.0  #fbfbfa
1761  237.0  #fbfbfb
1762  237.0  #fbfbfc
1763  237.0  #fcfbfb
1764  238.0  #fcfbfc
1765  239.0  #fbfcfb
1766  239.0  #fbfcfc
1767  239.0  #fcfcfb
1768  240.0  #fcfcfc
1769  240.0  #fcfcfd
1770  240.0  #fdfcfc
1771  241.0  #fdfcfd
1772  242.0  #fcfdfc
1773  242.0  #fcfdfd
1774  242.0  #fdfdfc
1775  243.0  #fdfdfd
1776  243.0  #fdfdfe
1777  244.0  #fefdfd
1778  245.0  #fefdfe
1779  247.0  #fdfefd
1780  248.0  #fdfefe
1781  249.0  #fefefd
1782  249.0  #fefefe
1783  249.0  #fefeff
1784  250.0  #fffefe
1785  250.0  #fffeff
1786  252.0  #fefffe
1787  252.0  #feffff
1788  252.0  #fffffe
1789  252.0  #ffffff
