#  lumResponse vers. 1.5b - 04/29/03
#  Display ID: DELL_1900FP_AQCB
#  iLdelay = 1   avgN = 1   ILlimit = 0.50
1179  57.8  #a8a8a7
1180  58.1  #a8a8a8
1181  58.2  #a8a8a9
1182  58.3  #a9a8a8
1183  58.4  #a9a8a9
1184  58.8  #a8a9a8
1185  58.9  #a8a9a9
1186  59.1  #a9a9a8
1187  59.2  #a9a9a9
1188  59.3  #a9a9aa
1189  59.4  #aaa9a9
1190  59.6  #aaa9aa
1191  59.9  #a9aaa9
1192  60.0  #a9aaaa
1193  60.2  #aaaaa9
1194  60.3  #aaaaaa
1195  60.4  #aaaaab
1196  60.6  #abaaaa
1197  60.7  #abaaab
1198  61.1  #aaabaa
1199  61.2  #aaabab
1200  61.3  #ababaa
1201  61.5  #ababab
1202  61.6  #ababac
1203  61.7  #acabab
1204  61.9  #acabac
1205  62.2  #abacab
1206  62.3  #abacac
1207  62.5  #acacab
1208  62.6  #acacac
1209  62.7  #acacad
1210  62.9  #adacac
1211  63.0  #adacad
1212  63.4  #acadac
1213  63.5  #acadad
1214  63.7  #adadac
1215  63.8  #adadad
1216  64.0  #adadae
1217  64.5  #aeadad
1218  64.7  #aeadae
1219  65.4  #adaead
1220  65.6  #adaeae
1221  66.0  #aeaead
1222  66.2  #aeaeae
1223  66.4  #aeaeaf
1224  66.5  #afaeae
1225  66.6  #afaeaf
1226  67.0  #aeafae
1227  67.2  #aeafaf
1228  67.3  #afafae
1229  67.5  #afafaf
1230  67.6  #afafb0
1231  67.7  #b0afaf
1232  67.9  #b0afb0
1233  68.3  #afb0af
1234  68.4  #afb0b0
1235  68.6  #b0b0af
1236  68.7  #b0b0b0
1237  68.8  #b0b0b1
1238  69.0  #b1b0b0
1239  69.1  #b1b0b1
1240  69.5  #b0b1b0
1241  69.6  #b0b1b1
1242  69.8  #b1b1b0
1243  70.0  #b1b1b1
1244  70.1  #b1b1b2
1245  70.3  #b2b1b1
1246  70.4  #b2b1b2
1247  70.7  #b1b2b1
1248  70.9  #b1b2b2
1249  71.1  #b2b2b1
1250  71.2  #b2b2b2
1251  71.3  #b2b2b3
1252  71.6  #b3b2b2
1253  71.7  #b3b2b3
1254  72.1  #b2b3b2
1255  72.2  #b2b3b3
1256  72.4  #b3b3b2
1257  72.5  #b3b3b3
1258  72.8  #b3b3b4
1259  73.3  #b4b3b3
1260  73.6  #b4b3b4
1261  74.3  #b3b4b3
1262  74.6  #b3b4b4
1263  75.1  #b4b4b3
1264  75.4  #b4b4b4
1265  75.5  #b4b4b5
1266  75.7  #b5b4b4
1267  75.8  #b5b4b5
1268  76.3  #b4b5b4
1269  76.4  #b4b5b5
1270  76.6  #b5b5b4
1271  76.7  #b5b5b5
1272  76.9  #b5b5b6
1273  77.1  #b6b5b5
1274  77.2  #b6b5b6
1275  77.6  #b5b6b5
1276  77.8  #b5b6b6
1277  78.0  #b6b6b5
1278  78.1  #b6b6b6
1279  78.3  #b6b6b7
1280  78.5  #b7b6b6
1281  78.6  #b7b6b7
1282  79.1  #b6b7b6
1283  79.2  #b6b7b7
1284  79.4  #b7b7b6
1285  79.6  #b7b7b7
1286  79.7  #b7b7b8
1287  79.9  #b8b7b7
1288  80.0  #b8b7b8
1289  80.5  #b7b8b7
1290  80.6  #b7b8b8
1291  80.8  #b8b8b7
1292  80.9  #b8b8b8
1293  81.1  #b8b8b9
1294  81.4  #b9b8b8
1295  81.5  #b9b8b9
1296  81.9  #b8b9b8
1297  82.0  #b8b9b9
1298  82.3  #b9b9b8
1299  82.4  #b9b9b9
1300  82.7  #b9b9ba
1301  83.2  #bab9b9
1302  83.4  #bab9ba
1303  84.3  #b9bab9
1304  84.6  #b9baba
1305  85.0  #babab9
1306  85.3  #bababa
1307  85.4  #bababb
1308  85.7  #bbbaba
1309  85.8  #bbbabb
1310  86.3  #babbba
1311  86.4  #babbbb
1312  86.6  #bbbbba
1313  86.8  #bbbbbb
1314  86.9  #bbbbbc
1315  87.2  #bcbbbb
1316  87.3  #bcbbbc
1317  87.8  #bbbcbb
1318  87.9  #bbbcbc
1319  88.2  #bcbcbb
1320  88.3  #bcbcbc
1321  88.5  #bcbcbd
1322  88.7  #bdbcbc
1323  88.8  #bdbcbd
1324  89.3  #bcbdbc
1325  89.5  #bcbdbd
1326  89.7  #bdbdbc
1327  89.8  #bdbdbd
1328  90.0  #bdbdbe
1329  90.2  #bebdbd
1330  90.4  #bebdbe
1331  90.8  #bdbebd
1332  91.0  #bdbebe
1333  91.2  #bebebd
1334  91.4  #bebebe
1335  91.7  #bebebf
1336  92.2  #bfbebe
1337  92.5  #bfbebf
1338  93.5  #bebfbe
1339  93.8  #bebfbf
1340  94.2  #bfbfbe
1341  94.5  #bfbfbf
1342  94.7  #bfbfc0
1343  94.9  #c0bfbf
1344  95.1  #c0bfc0
1345  95.6  #bfc0bf
1346  95.7  #bfc0c0
1347  95.9  #c0c0bf
1348  96.1  #c0c0c0
1349  96.3  #c0c0c1
1350  96.5  #c1c0c0
1351  96.6  #c1c0c1
1352  97.1  #c0c1c0
1353  97.3  #c0c1c1
1354  97.5  #c1c1c0
1355  97.7  #c1c1c1
1356  97.8  #c1c1c2
1357  98.1  #c2c1c1
1358  98.2  #c2c1c2
1359  98.7  #c1c2c1
1360  98.9  #c1c2c2
1361  99.1  #c2c2c1
1362  99.3  #c2c2c2
1363  99.5  #c2c2c3
1364  99.7  #c3c2c2
1365  99.8  #c3c2c3
1366  100.3  #c2c3c2
1367  100.5  #c2c3c3
1368  100.7  #c3c3c2
1369  100.9  #c3c3c3
1370  101.2  #c3c3c4
1371  101.7  #c4c3c3
1372  102.0  #c4c3c4
1373  103.0  #c3c4c3
1374  103.3  #c3c4c4
1375  103.8  #c4c4c3
1376  104.1  #c4c4c4
1377  104.3  #c4c4c5
1378  104.5  #c5c4c4
1379  104.7  #c5c4c5
1380  105.2  #c4c5c4
1381  105.4  #c4c5c5
1382  105.7  #c5c5c4
1383  105.8  #c5c5c5
1384  106.0  #c5c5c6
1385  106.2  #c6c5c5
1386  106.4  #c6c5c6
1387  106.9  #c5c6c5
1388  107.1  #c5c6c6
1389  107.4  #c6c6c5
1390  107.5  #c6c6c6
1391  107.7  #c6c6c7
1392  107.9  #c7c6c6
1393  108.1  #c7c6c7
1394  108.6  #c6c7c6
1395  108.8  #c6c7c7
1396  109.0  #c7c7c6
1397  109.2  #c7c7c7
1398  109.4  #c7c7c8
1399  109.6  #c8c7c7
1400  109.8  #c8c7c8
1401  110.3  #c7c8c7
1402  110.4  #c7c8c8
1403  110.7  #c8c8c7
1404  110.9  #c8c8c8
1405  111.2  #c8c8c9
1406  112.1  #c9c8c8
1407  112.5  #c9c8c9
1408  113.5  #c8c9c8
1409  113.8  #c8c9c9
1410  114.4  #c9c9c8
1411  114.7  #c9c9c9
1412  114.9  #c9c9ca
1413  115.1  #cac9c9
1414  115.3  #cac9ca
1415  115.8  #c9cac9
1416  116.0  #c9caca
1417  116.3  #cacac9
1418  116.5  #cacaca
1419  116.7  #cacacb
1420  116.9  #cbcaca
1421  117.1  #cbcacb
1422  117.7  #cacbca
1423  117.8  #cacbcb
1424  118.1  #cbcbca
1425  118.3  #cbcbcb
1426  118.4  #cbcbcc
1427  118.7  #cccbcb
1428  118.9  #cccbcc
1429  119.5  #cbcccb
1430  119.6  #cbcccc
1431  119.9  #cccccb
1432  120.1  #cccccc
1433  120.4  #cccccd
1434  120.9  #cdcccc
1435  121.2  #cdcccd
1436  122.3  #cccdcc
1437  122.6  #cccdcd
1438  123.1  #cdcdcc
1439  123.4  #cdcdcd
1440  123.6  #cdcdce
1441  123.8  #cecdcd
1442  124.0  #cecdce
1443  124.5  #cdcecd
1444  124.7  #cdcece
1445  124.9  #cececd
1446  125.1  #cecece
1447  125.3  #cececf
1448  125.5  #cfcece
1449  125.7  #cfcecf
1450  126.1  #cecfce
1451  126.3  #cecfcf
1452  126.6  #cfcfce
1453  126.7  #cfcfcf
1454  127.0  #cfcfd0
1455  127.2  #d0cfcf
1456  127.4  #d0cfd0
1457  127.8  #cfd0cf
1458  128.0  #cfd0d0
1459  128.2  #d0d0cf
1460  128.5  #d0d0d0
1461  128.7  #d0d0d1
1462  129.3  #d1d0d0
1463  129.6  #d1d0d1
1464  130.6  #d0d1d0
1465  130.9  #d0d1d1
1466  131.5  #d1d1d0
1467  131.8  #d1d1d1
1468  132.0  #d1d1d2
1469  132.2  #d2d1d1
1470  132.4  #d2d1d2
1471  132.9  #d1d2d1
1472  133.1  #d1d2d2
1473  133.4  #d2d2d1
1474  133.5  #d2d2d2
1475  133.7  #d2d2d3
1476  134.0  #d3d2d2
1477  134.1  #d3d2d3
1478  134.7  #d2d3d2
1479  134.8  #d2d3d3
1480  135.1  #d3d3d2
1481  135.3  #d3d3d3
1482  135.4  #d3d3d4
1483  135.7  #d4d3d3
1484  135.8  #d4d3d4
1485  136.4  #d3d4d3
1486  136.5  #d3d4d4
1487  136.8  #d4d4d3
1488  137.0  #d4d4d4
1489  137.2  #d4d4d5
1490  137.3  #d5d4d4
1491  137.5  #d5d4d5
1492  138.1  #d4d5d4
1493  138.3  #d4d5d5
1494  138.5  #d5d5d4
1495  138.6  #d5d5d5
1496  139.0  #d5d5d6
1497  139.6  #d6d5d5
1498  139.9  #d6d5d6
1499  140.9  #d5d6d5
1500  141.3  #d5d6d6
1501  141.9  #d6d6d5
1502  142.2  #d6d6d6
1503  142.3  #d6d6d7
1504  142.6  #d7d6d6
1505  142.8  #d7d6d7
1506  143.4  #d6d7d6
1507  143.6  #d6d7d7
1508  143.8  #d7d7d6
1509  144.1  #d7d7d7
1510  144.2  #d7d7d8
1511  144.5  #d8d7d7
1512  144.7  #d8d7d8
1513  145.2  #d7d8d7
1514  145.4  #d7d8d8
1515  145.7  #d8d8d7
1516  145.8  #d8d8d8
1517  146.1  #d8d8d9
1518  146.3  #d9d8d8
1519  146.5  #d9d8d9
1520  147.0  #d8d9d8
1521  147.2  #d8d9d9
1522  147.5  #d9d9d8
1523  147.7  #d9d9d9
1524  148.0  #d9d9da
1525  148.6  #dad9d9
1526  149.0  #dad9da
1527  150.1  #d9dad9
1528  150.4  #d9dada
1529  151.0  #dadad9
1530  151.4  #dadada
1531  151.6  #dadadb
1532  151.9  #dbdada
1533  152.0  #dbdadb
1534  152.6  #dadbda
1535  152.7  #dadbdb
1536  153.1  #dbdbda
1537  153.2  #dbdbdb
1538  153.4  #dbdbdc
1539  153.7  #dcdbdb
1540  153.9  #dcdbdc
1541  154.5  #dbdcdb
1542  154.6  #dbdcdc
1543  155.0  #dcdcdb
1544  155.1  #dcdcdc
1545  155.3  #dcdcdd
1546  155.6  #dddcdc
1547  155.8  #dddcdd
1548  156.3  #dcdddc
1549  156.5  #dcdddd
1550  156.8  #dddddc
1551  157.0  #dddddd
1552  157.4  #ddddde
1553  157.9  #dedddd
1554  158.3  #deddde
1555  159.0  #dddedd
1556  159.0  #dddede
1557  160.0  #dededd
1558  160.0  #dedede
1559  160.0  #dededf
1560  161.0  #dfdede
1561  161.0  #dfdedf
1562  161.0  #dedfde
1563  162.0  #dedfdf
1564  162.0  #dfdfde
1565  162.0  #dfdfdf
1566  162.0  #dfdfe0
1567  163.0  #e0dfdf
1568  163.0  #e0dfe0
1569  163.0  #dfe0df
1570  164.0  #dfe0e0
1571  164.0  #e0e0df
1572  164.0  #e0e0e0
1573  164.0  #e0e0e1
1574  165.0  #e1e0e0
1575  165.0  #e1e0e1
1576  165.0  #e0e1e0
1577  166.0  #e0e1e1
1578  166.0  #e1e1e0
1579  166.0  #e1e1e1
1580  167.0  #e1e1e2
1581  167.0  #e2e1e1
1582  167.0  #e2e1e2
1583  169.0  #e1e2e1
1584  169.0  #e1e2e2
1585  170.0  #e2e2e1
1586  170.0  #e2e2e2
1587  170.0  #e2e2e3
1588  170.0  #e3e2e2
1589  171.0  #e3e2e3
1590  171.0  #e2e3e2
1591  171.0  #e2e3e3
1592  172.0  #e3e3e2
1593  172.0  #e3e3e3
1594  172.0  #e3e3e4
1595  172.0  #e4e3e3
1596  173.0  #e4e3e4
1597  174.0  #e3e4e3
1598  174.0  #e3e4e4
1599  174.0  #e4e4e3
1600  174.0  #e4e4e4
1601  175.0  #e4e4e5
1602  175.0  #e5e4e4
1603  175.0  #e5e4e5
1604  176.0  #e4e5e4
1605  176.0  #e4e5e5
1606  176.0  #e5e5e4
1607  177.0  #e5e5e5
1608  177.0  #e5e5e6
1609  177.0  #e6e5e5
1610  178.0  #e6e5e6
1611  179.0  #e5e6e5
1612  180.0  #e5e6e6
1613  180.0  #e6e6e5
1614  180.0  #e6e6e6
1615  181.0  #e6e6e7
1616  181.0  #e7e6e6
1617  181.0  #e7e6e7
1618  181.0  #e6e7e6
1619  182.0  #e6e7e7
1620  182.0  #e7e7e6
1621  182.0  #e7e7e7
1622  182.0  #e7e7e8
1623  183.0  #e8e7e7
1624  183.0  #e8e7e8
1625  183.0  #e7e8e7
1626  183.0  #e7e8e8
1627  183.0  #e8e8e7
1628  184.0  #e8e8e8
1629  184.0  #e8e8e9
1630  184.0  #e9e8e8
1631  185.0  #e9e8e9
1632  186.0  #e8e9e8
1633  186.0  #e8e9e9
1634  187.0  #e9e9e8
1635  187.0  #e9e9e9
1636  187.0  #e9e9ea
1637  187.0  #eae9e9
1638  187.0  #eae9ea
1639  188.0  #e9eae9
1640  188.0  #e9eaea
1641  188.0  #eaeae9
1642  189.0  #eaeaea
1643  189.0  #eaeaeb
1644  189.0  #ebeaea
1645  189.0  #ebeaeb
1646  190.0  #eaebea
1647  190.0  #eaebeb
1648  190.0  #ebebea
1649  190.0  #ebebeb
1650  190.0  #ebebec
1651  191.0  #ecebeb
1652  191.0  #ecebec
1653  191.0  #ebeceb
1654  192.0  #ebecec
1655  192.0  #ececeb
1656  192.0  #ececec
1657  192.0  #ececed
1658  193.0  #edecec
1659  193.0  #edeced
1660  194.0  #ecedec
1661  194.0  #eceded
1662  195.0  #ededec
1663  195.0  #ededed
1664  196.0  #ededee
1665  196.0  #eeeded
1666  196.0  #eeedee
1667  196.0  #edeeed
1668  197.0  #edeeee
1669  197.0  #eeeeed
1670  197.0  #eeeeee
1671  197.0  #eeeeef
1672  198.0  #efeeee
1673  198.0  #efeeef
1674  198.0  #eeefee
1675  199.0  #eeefef
1676  199.0  #efefee
1677  199.0  #efefef
1678  199.0  #efeff0
1679  200.0  #f0efef
1680  200.0  #f0eff0
1681  201.0  #eff0ef
1682  202.0  #eff0f0
1683  202.0  #f0f0ef
1684  203.0  #f0f0f0
1685  203.0  #f0f0f1
1686  203.0  #f1f0f0
1687  203.0  #f1f0f1
1688  204.0  #f0f1f0
1689  204.0  #f0f1f1
1690  204.0  #f1f1f0
1691  205.0  #f1f1f1
1692  205.0  #f1f1f2
1693  205.0  #f2f1f1
1694  205.0  #f2f1f2
1695  206.0  #f1f2f1
1696  206.0  #f1f2f2
1697  206.0  #f2f2f1
1698  206.0  #f2f2f2
1699  207.0  #f2f2f3
1700  207.0  #f3f2f2
1701  207.0  #f3f2f3
1702  208.0  #f2f3f2
1703  208.0  #f2f3f3
1704  208.0  #f3f3f2
1705  209.0  #f3f3f3
1706  209.0  #f3f3f4
1707  209.0  #f4f3f3
1708  210.0  #f4f3f4
1709  211.0  #f3f4f3
1710  212.0  #f3f4f4
1711  212.0  #f4f4f3
1712  213.0  #f4f4f4
1713  213.0  #f4f4f5
1714  213.0  #f5f4f4
1715  213.0  #f5f4f5
1716  214.0  #f4f5f4
1717  214.0  #f4f5f5
1718  214.0  #f5f5f4
1719  215.0  #f5f5f5
1720  215.0  #f5f5f6
1721  215.0  #f6f5f5
1722  215.0  #f6f5f6
1723  216.0  #f5f6f5
1724  216.0  #f5f6f6
1725  217.0  #f6f6f5
1726  217.0  #f6f6f6
1727  217.0  #f6f6f7
1728  218.0  #f7f6f6
1729  218.0  #f7f6f7
1730  220.0  #f6f7f6
1731  220.0  #f6f7f7
1732  221.0  #f7f7f6
1733  221.0  #f7f7f7
1734  221.0  #f7f7f8
1735  222.0  #f8f7f7
1736  222.0  #f8f7f8
1737  223.0  #f7f8f7
1738  223.0  #f7f8f8
1739  223.0  #f8f8f7
1740  223.0  #f8f8f8
1741  224.0  #f8f8f9
1742  224.0  #f9f8f8
1743  224.0  #f9f8f9
1744  225.0  #f8f9f8
1745  225.0  #f8f9f9
1746  226.0  #f9f9f8
1747  226.0  #f9f9f9
1748  226.0  #f9f9fa
1749  226.0  #faf9f9
1750  227.0  #faf9fa
1751  227.0  #f9faf9
1752  228.0  #f9fafa
1753  228.0  #fafaf9
1754  228.0  #fafafa
1755  229.0  #fafafb
1756  229.0  #fbfafa
1757  230.0  #fbfafb
1758  232.0  #fafbfa
1759  232.0  #fafbfb
1760  233.0  #fbfbfa
1761  234.0  #fbfbfb
1762  234.0  #fbfbfc
1763  234.0  #fcfbfb
1764  234.0  #fcfbfc
1765  235.0  #fbfcfb
1766  236.0  #fbfcfc
1767  236.0  #fcfcfb
1768  236.0  #fcfcfc
1769  236.0  #fcfcfd
1770  237.0  #fdfcfc
1771  237.0  #fdfcfd
1772  239.0  #fcfdfc
1773  239.0  #fcfdfd
1774  239.0  #fdfdfc
1775  240.0  #fdfdfd
1776  240.0  #fdfdfe
1777  241.0  #fefdfd
1778  241.0  #fefdfe
1779  244.0  #fdfefd
1780  244.0  #fdfefe
1781  245.0  #fefefd
1782  245.0  #fefefe
1783  245.0  #fefeff
1784  246.0  #fffefe
1785  246.0  #fffeff
1786  248.0  #fefffe
1787  248.0  #feffff
1788  248.0  #fffffe
1789  248.0  #ffffff
