#  lumResponse vers. 1.5b - 05/07/03
#  Display ID: DELL_1900FP_AAJN
#  iLdelay = 1   avgN = 1   ILlimit = 0.50
1179  66.7  #a8a8a7
1180  67.0  #a8a8a8
1181  67.1  #a8a8a9
1182  67.3  #a9a8a8
1183  67.4  #a9a8a9
1184  67.7  #a8a9a8
1185  67.8  #a8a9a9
1186  68.0  #a9a9a8
1187  68.1  #a9a9a9
1188  68.2  #a9a9aa
1189  68.4  #aaa9a9
1190  68.5  #aaa9aa
1191  68.8  #a9aaa9
1192  69.0  #a9aaaa
1193  69.1  #aaaaa9
1194  69.3  #aaaaaa
1195  69.4  #aaaaab
1196  69.5  #abaaaa
1197  69.6  #abaaab
1198  70.0  #aaabaa
1199  70.1  #aaabab
1200  70.2  #ababaa
1201  70.4  #ababab
1202  70.5  #ababac
1203  70.7  #acabab
1204  70.8  #acabac
1205  71.1  #abacab
1206  71.2  #abacac
1207  71.4  #acacab
1208  71.5  #acacac
1209  71.7  #acacad
1210  71.8  #adacac
1211  71.9  #adacad
1212  72.3  #acadac
1213  72.5  #acadad
1214  72.6  #adadac
1215  72.7  #adadad
1216  73.0  #adadae
1217  73.4  #aeadad
1218  73.6  #aeadae
1219  74.3  #adaead
1220  74.5  #adaeae
1221  74.9  #aeaead
1222  75.1  #aeaeae
1223  75.3  #aeaeaf
1224  75.4  #afaeae
1225  75.5  #afaeaf
1226  75.9  #aeafae
1227  76.0  #aeafaf
1228  76.2  #afafae
1229  76.3  #afafaf
1230  76.5  #afafb0
1231  76.6  #b0afaf
1232  76.7  #b0afb0
1233  77.1  #afb0af
1234  77.3  #afb0b0
1235  77.4  #b0b0af
1236  77.6  #b0b0b0
1237  77.7  #b0b0b1
1238  77.8  #b1b0b0
1239  78.0  #b1b0b1
1240  78.3  #b0b1b0
1241  78.5  #b0b1b1
1242  78.6  #b1b1b0
1243  78.7  #b1b1b1
1244  78.9  #b1b1b2
1245  79.0  #b2b1b1
1246  79.2  #b2b1b2
1247  79.6  #b1b2b1
1248  79.7  #b1b2b2
1249  79.9  #b2b2b1
1250  80.0  #b2b2b2
1251  80.2  #b2b2b3
1252  80.3  #b3b2b2
1253  80.4  #b3b2b3
1254  80.8  #b2b3b2
1255  81.0  #b2b3b3
1256  81.1  #b3b3b2
1257  81.2  #b3b3b3
1258  81.5  #b3b3b4
1259  81.9  #b4b3b3
1260  82.1  #b4b3b4
1261  82.9  #b3b4b3
1262  83.2  #b3b4b4
1263  83.5  #b4b4b3
1264  83.8  #b4b4b4
1265  84.0  #b4b4b5
1266  84.1  #b5b4b4
1267  84.3  #b5b4b5
1268  84.7  #b4b5b4
1269  84.8  #b4b5b5
1270  84.9  #b5b5b4
1271  85.1  #b5b5b5
1272  85.3  #b5b5b6
1273  85.4  #b6b5b5
1274  85.5  #b6b5b6
1275  85.9  #b5b6b5
1276  86.0  #b5b6b6
1277  86.2  #b6b6b5
1278  86.3  #b6b6b6
1279  86.4  #b6b6b7
1280  86.6  #b7b6b6
1281  86.8  #b7b6b7
1282  87.2  #b6b7b6
1283  87.4  #b6b7b7
1284  87.5  #b7b7b6
1285  87.7  #b7b7b7
1286  87.8  #b7b7b8
1287  88.0  #b8b7b7
1288  88.1  #b8b7b8
1289  88.4  #b7b8b7
1290  88.6  #b7b8b8
1291  88.7  #b8b8b7
1292  88.9  #b8b8b8
1293  89.0  #b8b8b9
1294  89.2  #b9b8b8
1295  89.4  #b9b8b9
1296  89.7  #b8b9b8
1297  89.9  #b8b9b9
1298  90.0  #b9b9b8
1299  90.2  #b9b9b9
1300  90.5  #b9b9ba
1301  90.8  #bab9b9
1302  91.2  #bab9ba
1303  91.9  #b9bab9
1304  92.2  #b9baba
1305  92.5  #babab9
1306  92.9  #bababa
1307  93.0  #bababb
1308  93.1  #bbbaba
1309  93.3  #bbbabb
1310  93.7  #babbba
1311  93.8  #babbbb
1312  93.9  #bbbbba
1313  94.1  #bbbbbb
1314  94.3  #bbbbbc
1315  94.5  #bcbbbb
1316  94.6  #bcbbbc
1317  95.0  #bbbcbb
1318  95.2  #bbbcbc
1319  95.4  #bcbcbb
1320  95.5  #bcbcbc
1321  95.7  #bcbcbd
1322  95.8  #bdbcbc
1323  96.0  #bdbcbd
1324  96.4  #bcbdbc
1325  96.5  #bcbdbd
1326  96.7  #bdbdbc
1327  96.8  #bdbdbd
1328  97.0  #bdbdbe
1329  97.1  #bebdbd
1330  97.3  #bebdbe
1331  97.8  #bdbebd
1332  97.9  #bdbebe
1333  98.1  #bebebd
1334  98.3  #bebebe
1335  98.6  #bebebf
1336  98.9  #bfbebe
1337  99.2  #bfbebf
1338  100.1  #bebfbe
1339  100.4  #bebfbf
1340  100.8  #bfbfbe
1341  101.1  #bfbfbf
1342  101.2  #bfbfc0
1343  101.4  #c0bfbf
1344  101.6  #c0bfc0
1345  101.9  #bfc0bf
1346  102.2  #bfc0c0
1347  102.3  #c0c0bf
1348  102.5  #c0c0c0
1349  102.6  #c0c0c1
1350  102.8  #c1c0c0
1351  103.0  #c1c0c1
1352  103.4  #c0c1c0
1353  103.6  #c0c1c1
1354  103.8  #c1c1c0
1355  103.9  #c1c1c1
1356  104.1  #c1c1c2
1357  104.3  #c2c1c1
1358  104.4  #c2c1c2
1359  104.8  #c1c2c1
1360  105.0  #c1c2c2
1361  105.2  #c2c2c1
1362  105.3  #c2c2c2
1363  105.5  #c2c2c3
1364  105.6  #c3c2c2
1365  105.8  #c3c2c3
1366  106.3  #c2c3c2
1367  106.5  #c2c3c3
1368  106.6  #c3c3c2
1369  106.8  #c3c3c3
1370  107.1  #c3c3c4
1371  107.5  #c4c3c3
1372  107.8  #c4c3c4
1373  108.7  #c3c4c3
1374  109.1  #c3c4c4
1375  109.4  #c4c4c3
1376  109.8  #c4c4c4
1377  109.9  #c4c4c5
1378  110.1  #c5c4c4
1379  110.3  #c5c4c5
1380  110.8  #c4c5c4
1381  110.9  #c4c5c5
1382  111.1  #c5c5c4
1383  111.2  #c5c5c5
1384  111.4  #c5c5c6
1385  111.6  #c6c5c5
1386  111.8  #c6c5c6
1387  112.2  #c5c6c5
1388  112.3  #c5c6c6
1389  112.9  #c6c6c5
1390  113.2  #c6c6c6
1391  113.3  #c6c6c7
1392  113.5  #c7c6c6
1393  113.7  #c7c6c7
1394  114.0  #c6c7c6
1395  114.2  #c6c7c7
1396  114.4  #c7c7c6
1397  114.6  #c7c7c7
1398  114.7  #c7c7c8
1399  115.0  #c8c7c7
1400  115.1  #c8c7c8
1401  115.6  #c7c8c7
1402  115.8  #c7c8c8
1403  116.0  #c8c8c7
1404  116.1  #c8c8c8
1405  116.5  #c8c8c9
1406  116.9  #c9c8c8
1407  117.2  #c9c8c9
1408  118.2  #c8c9c8
1409  118.5  #c8c9c9
1410  118.9  #c9c9c8
1411  119.3  #c9c9c9
1412  119.5  #c9c9ca
1413  119.7  #cac9c9
1414  119.9  #cac9ca
1415  120.3  #c9cac9
1416  120.5  #c9caca
1417  120.7  #cacac9
1418  120.9  #cacaca
1419  121.0  #cacacb
1420  121.3  #cbcaca
1421  121.5  #cbcacb
1422  122.0  #cacbca
1423  122.2  #cacbcb
1424  122.4  #cbcbca
1425  122.5  #cbcbcb
1426  122.7  #cbcbcc
1427  122.9  #cccbcb
1428  123.1  #cccbcc
1429  123.6  #cbcccb
1430  123.8  #cbcccc
1431  123.9  #cccccb
1432  124.1  #cccccc
1433  124.5  #cccccd
1434  124.8  #cdcccc
1435  125.2  #cdcccd
1436  126.2  #cccdcc
1437  126.5  #cccdcd
1438  126.9  #cdcdcc
1439  127.3  #cdcdcd
1440  127.5  #cdcdce
1441  127.6  #cecdcd
1442  127.8  #cecdce
1443  128.3  #cdcecd
1444  128.5  #cdcece
1445  128.6  #cececd
1446  128.8  #cecece
1447  129.0  #cececf
1448  129.2  #cfcece
1449  129.4  #cfcecf
1450  129.8  #cecfce
1451  130.0  #cecfcf
1452  130.1  #cfcfce
1453  130.3  #cfcfcf
1454  130.6  #cfcfd0
1455  130.7  #d0cfcf
1456  130.9  #d0cfd0
1457  131.4  #cfd0cf
1458  131.6  #cfd0d0
1459  131.7  #d0d0cf
1460  132.0  #d0d0d0
1461  132.3  #d0d0d1
1462  132.7  #d1d0d0
1463  133.1  #d1d0d1
1464  134.0  #d0d1d0
1465  134.3  #d0d1d1
1466  134.8  #d1d1d0
1467  135.1  #d1d1d1
1468  135.3  #d1d1d2
1469  135.5  #d2d1d1
1470  135.6  #d2d1d2
1471  136.1  #d1d2d1
1472  136.3  #d1d2d2
1473  136.5  #d2d2d1
1474  136.7  #d2d2d2
1475  136.8  #d2d2d3
1476  137.0  #d3d2d2
1477  137.2  #d3d2d3
1478  137.7  #d2d3d2
1479  137.9  #d2d3d3
1480  138.1  #d3d3d2
1481  138.3  #d3d3d3
1482  138.5  #d3d3d4
1483  138.7  #d4d3d3
1484  138.9  #d4d3d4
1485  139.3  #d3d4d3
1486  139.5  #d3d4d4
1487  139.7  #d4d4d3
1488  139.9  #d4d4d4
1489  140.1  #d4d4d5
1490  140.2  #d5d4d4
1491  140.4  #d5d4d5
1492  141.0  #d4d5d4
1493  141.2  #d4d5d5
1494  141.3  #d5d5d4
1495  141.5  #d5d5d5
1496  141.8  #d5d5d6
1497  142.3  #d6d5d5
1498  142.7  #d6d5d6
1499  143.6  #d5d6d5
1500  144.0  #d5d6d6
1501  144.4  #d6d6d5
1502  144.8  #d6d6d6
1503  145.0  #d6d6d7
1504  145.2  #d7d6d6
1505  145.4  #d7d6d7
1506  145.9  #d6d7d6
1507  146.1  #d6d7d7
1508  146.3  #d7d7d6
1509  146.5  #d7d7d7
1510  146.7  #d7d7d8
1511  146.9  #d8d7d7
1512  147.0  #d8d7d8
1513  147.6  #d7d8d7
1514  147.7  #d7d8d8
1515  148.0  #d8d8d7
1516  148.2  #d8d8d8
1517  148.4  #d8d8d9
1518  148.5  #d9d8d8
1519  148.7  #d9d8d9
1520  149.2  #d8d9d8
1521  149.4  #d8d9d9
1522  149.6  #d9d9d8
1523  149.8  #d9d9d9
1524  150.2  #d9d9da
1525  150.6  #dad9d9
1526  151.0  #dad9da
1527  152.0  #d9dad9
1528  152.4  #d9dada
1529  152.8  #dadad9
1530  153.2  #dadada
1531  153.4  #dadadb
1532  153.6  #dbdada
1533  153.8  #dbdadb
1534  154.3  #dadbda
1535  154.5  #dadbdb
1536  154.7  #dbdbda
1537  154.9  #dbdbdb
1538  155.1  #dbdbdc
1539  155.3  #dcdbdb
1540  155.5  #dcdbdc
1541  156.0  #dbdcdb
1542  156.2  #dbdcdc
1543  156.4  #dcdcdb
1544  156.6  #dcdcdc
1545  156.8  #dcdcdd
1546  157.0  #dddcdc
1547  157.2  #dddcdd
1548  157.7  #dcdddc
1549  157.9  #dcdddd
1550  158.1  #dddddc
1551  158.3  #dddddd
1552  158.0  #ddddde
1553  158.0  #dedddd
1554  159.0  #deddde
1555  160.0  #dddedd
1556  161.0  #dddede
1557  161.0  #dededd
1558  161.0  #dedede
1559  161.0  #dededf
1560  162.0  #dfdede
1561  162.0  #dfdedf
1562  162.0  #dedfde
1563  162.0  #dedfdf
1564  163.0  #dfdfde
1565  163.0  #dfdfdf
1566  163.0  #dfdfe0
1567  163.0  #e0dfdf
1568  164.0  #e0dfe0
1569  164.0  #dfe0df
1570  164.0  #dfe0e0
1571  164.0  #e0e0df
1572  165.0  #e0e0e0
1573  165.0  #e0e0e1
1574  165.0  #e1e0e0
1575  165.0  #e1e0e1
1576  166.0  #e0e1e0
1577  166.0  #e0e1e1
1578  166.0  #e1e1e0
1579  167.0  #e1e1e1
1580  167.0  #e1e1e2
1581  167.0  #e2e1e1
1582  168.0  #e2e1e2
1583  169.0  #e1e2e1
1584  169.0  #e1e2e2
1585  170.0  #e2e2e1
1586  170.0  #e2e2e2
1587  170.0  #e2e2e3
1588  171.0  #e3e2e2
1589  171.0  #e3e2e3
1590  171.0  #e2e3e2
1591  172.0  #e2e3e3
1592  172.0  #e3e3e2
1593  172.0  #e3e3e3
1594  172.0  #e3e3e4
1595  173.0  #e4e3e3
1596  173.0  #e4e3e4
1597  173.0  #e3e4e3
1598  174.0  #e3e4e4
1599  174.0  #e4e4e3
1600  174.0  #e4e4e4
1601  174.0  #e4e4e5
1602  174.0  #e5e4e4
1603  175.0  #e5e4e5
1604  176.0  #e4e5e4
1605  176.0  #e4e5e5
1606  176.0  #e5e5e4
1607  177.0  #e5e5e5
1608  177.0  #e5e5e6
1609  177.0  #e6e5e5
1610  178.0  #e6e5e6
1611  179.0  #e5e6e5
1612  179.0  #e5e6e6
1613  180.0  #e6e6e5
1614  180.0  #e6e6e6
1615  180.0  #e6e6e7
1616  180.0  #e7e6e6
1617  181.0  #e7e6e7
1618  181.0  #e6e7e6
1619  181.0  #e6e7e7
1620  181.0  #e7e7e6
1621  182.0  #e7e7e7
1622  182.0  #e7e7e8
1623  182.0  #e8e7e7
1624  182.0  #e8e7e8
1625  183.0  #e7e8e7
1626  183.0  #e7e8e8
1627  183.0  #e8e8e7
1628  183.0  #e8e8e8
1629  184.0  #e8e8e9
1630  184.0  #e9e8e8
1631  184.0  #e9e8e9
1632  185.0  #e8e9e8
1633  186.0  #e8e9e9
1634  186.0  #e9e9e8
1635  187.0  #e9e9e9
1636  187.0  #e9e9ea
1637  187.0  #eae9e9
1638  187.0  #eae9ea
1639  187.0  #e9eae9
1640  188.0  #e9eaea
1641  188.0  #eaeae9
1642  188.0  #eaeaea
1643  188.0  #eaeaeb
1644  188.0  #ebeaea
1645  189.0  #ebeaeb
1646  189.0  #eaebea
1647  189.0  #eaebeb
1648  190.0  #ebebea
1649  190.0  #ebebeb
1650  190.0  #ebebec
1651  190.0  #ecebeb
1652  190.0  #ecebec
1653  191.0  #ebeceb
1654  191.0  #ebecec
1655  191.0  #ececeb
1656  191.0  #ececec
1657  192.0  #ececed
1658  192.0  #edecec
1659  193.0  #edeced
1660  193.0  #ecedec
1661  194.0  #eceded
1662  194.0  #ededec
1663  195.0  #ededed
1664  195.0  #ededee
1665  195.0  #eeeded
1666  195.0  #eeedee
1667  196.0  #edeeed
1668  196.0  #edeeee
1669  196.0  #eeeeed
1670  196.0  #eeeeee
1671  196.0  #eeeeef
1672  197.0  #efeeee
1673  197.0  #efeeef
1674  197.0  #eeefee
1675  198.0  #eeefef
1676  198.0  #efefee
1677  198.0  #efefef
1678  198.0  #efeff0
1679  199.0  #f0efef
1680  199.0  #f0eff0
1681  200.0  #eff0ef
1682  201.0  #eff0f0
1683  201.0  #f0f0ef
1684  202.0  #f0f0f0
1685  202.0  #f0f0f1
1686  202.0  #f1f0f0
1687  202.0  #f1f0f1
1688  203.0  #f0f1f0
1689  203.0  #f0f1f1
1690  203.0  #f1f1f0
1691  203.0  #f1f1f1
1692  203.0  #f1f1f2
1693  204.0  #f2f1f1
1694  204.0  #f2f1f2
1695  204.0  #f1f2f1
1696  205.0  #f1f2f2
1697  205.0  #f2f2f1
1698  205.0  #f2f2f2
1699  205.0  #f2f2f3
1700  205.0  #f3f2f2
1701  206.0  #f3f2f3
1702  206.0  #f2f3f2
1703  206.0  #f2f3f3
1704  207.0  #f3f3f2
1705  207.0  #f3f3f3
1706  207.0  #f3f3f4
1707  208.0  #f4f3f3
1708  208.0  #f4f3f4
1709  209.0  #f3f4f3
1710  210.0  #f3f4f4
1711  210.0  #f4f4f3
1712  211.0  #f4f4f4
1713  211.0  #f4f4f5
1714  211.0  #f5f4f4
1715  211.0  #f5f4f5
1716  212.0  #f4f5f4
1717  212.0  #f4f5f5
1718  212.0  #f5f5f4
1719  212.0  #f5f5f5
1720  213.0  #f5f5f6
1721  213.0  #f6f5f5
1722  213.0  #f6f5f6
1723  214.0  #f5f6f5
1724  214.0  #f5f6f6
1725  214.0  #f6f6f5
1726  215.0  #f6f6f6
1727  215.0  #f6f6f7
1728  215.0  #f7f6f6
1729  216.0  #f7f6f7
1730  217.0  #f6f7f6
1731  218.0  #f6f7f7
1732  218.0  #f7f7f6
1733  219.0  #f7f7f7
1734  219.0  #f7f7f8
1735  219.0  #f8f7f7
1736  219.0  #f8f7f8
1737  220.0  #f7f8f7
1738  220.0  #f7f8f8
1739  221.0  #f8f8f7
1740  221.0  #f8f8f8
1741  221.0  #f8f8f9
1742  222.0  #f9f8f8
1743  222.0  #f9f8f9
1744  223.0  #f8f9f8
1745  223.0  #f8f9f9
1746  223.0  #f9f9f8
1747  223.0  #f9f9f9
1748  224.0  #f9f9fa
1749  224.0  #faf9f9
1750  224.0  #faf9fa
1751  225.0  #f9faf9
1752  225.0  #f9fafa
1753  225.0  #fafaf9
1754  226.0  #fafafa
1755  226.0  #fafafb
1756  227.0  #fbfafa
1757  228.0  #fbfafb
1758  229.0  #fafbfa
1759  230.0  #fafbfb
1760  230.0  #fbfbfa
1761  231.0  #fbfbfb
1762  231.0  #fbfbfc
1763  232.0  #fcfbfb
1764  232.0  #fcfbfc
1765  233.0  #fbfcfb
1766  233.0  #fbfcfc
1767  233.0  #fcfcfb
1768  234.0  #fcfcfc
1769  234.0  #fcfcfd
1770  234.0  #fdfcfc
1771  235.0  #fdfcfd
1772  236.0  #fcfdfc
1773  236.0  #fcfdfd
1774  236.0  #fdfdfc
1775  237.0  #fdfdfd
1776  237.0  #fdfdfe
1777  238.0  #fefdfd
1778  238.0  #fefdfe
1779  241.0  #fdfefd
1780  242.0  #fdfefe
1781  243.0  #fefefd
1782  243.0  #fefefe
1783  243.0  #fefeff
1784  244.0  #fffefe
1785  244.0  #fffeff
1786  245.0  #fefffe
1787  245.0  #feffff
1788  246.0  #fffffe
1789  246.0  #ffffff
